Match_ID,Team,Opponent,Batting Position,Batsman_Name,Dismissal,Runs,Balls,Minutes Spent,4s,6s,Strike Rate
T20I # 1855,Australia,Ireland,5,Marcus Stoinis,c Dockrell b Little,35,25,41,3,1,140.00
T20I # 1855,Australia,Ireland,6,Tim David,not out,15,10,15,2,0,150.00
T20I # 1855,Australia,Ireland,7,Matthew Wade †,not out,7,3,7,1,0,233.33
T20I # 1855,Ireland,Australia,1,Paul Stirling,c Cummins b Maxwell,11,7,11,1,1,157.14
T20I # 1855,Ireland,Australia,2,Andy Balbirnie (c),b Cummins,6,7,11,0,1,85.71
T20I # 1855,Ireland,Australia,3,Lorcan Tucker †,not out,71,48,81,9,1,147.91
T20I # 1855,Ireland,Australia,4,Harry Tector,c sub (SPD Smith) b Maxwell,6,4,3,1,0,150.00
T20I # 1855,Ireland,Australia,5,Curtis Campher,b Starc,0,1,5,0,0,0.00
T20I # 1855,Ireland,Australia,6,George Dockrell,b Starc,0,4,4,0,0,0.00
T20I # 1855,Ireland,Australia,7,Gareth Delany,c Maxwell b Stoinis,14,10,27,2,0,140.00
T20I # 1855,Ireland,Australia,8,Mark Adair,st †Wade b Zampa,11,11,13,1,0,100.00
T20I # 1855,Ireland,Australia,9,Fionn Hand,b Zampa,6,6,10,1,0,100.00
T20I # 1855,Ireland,Australia,10,Barry McCarthy,c sub (SPD Smith) b Cummins,3,7,16,0,0,42.85
T20I # 1855,Ireland,Australia,11,Josh Little,run out (Marsh/Maxwell),1,5,6,0,0,20.00
T20I # 1853,India,South Africa,1,KL Rahul,c Markram b Ngidi,9,14,25,0,1,64.28
T20I # 1853,India,South Africa,2,Rohit Sharma (c),c & b Ngidi,15,14,22,1,1,107.14
T20I # 1853,India,South Africa,3,Virat Kohli,c Rabada b Ngidi,12,11,13,2,0,109.09
T20I # 1853,India,South Africa,4,Suryakumar Yadav,c Maharaj b Parnell,68,40,68,6,3,170.00
T20I # 1853,India,South Africa,5,Deepak Hooda,c †de Kock b Nortje,0,3,4,0,0,0.00
T20I # 1853,India,South Africa,6,Hardik Pandya,c Rabada b Ngidi,2,3,6,0,0,66.66
T20I # 1853,India,South Africa,7,Dinesh Karthik †,c Rossouw b Parnell,6,15,33,0,0,40.00
T20I # 1853,India,South Africa,8,Ravichandran Ashwin,c Rabada b Parnell,7,11,15,0,0,63.63
T20I # 1853,India,South Africa,9,Bhuvneshwar Kumar,not out,4,6,9,0,0,66.66
T20I # 1853,India,South Africa,10,Mohammed Shami,run out (Nortje),0,2,5,0,0,0.00
T20I # 1853,India,South Africa,11,Arshdeep Singh,not out,2,1,2,0,0,200.00
T20I # 1853,South Africa,India,1,Quinton de Kock †,c Rahul b Arshdeep Singh,1,3,7,0,0,33.33
T20I # 1853,South Africa,India,2,Temba Bavuma (c),c †Karthik b Mohammed Shami,10,15,30,0,1,66.66
T20I # 1853,South Africa,India,3,Rilee Rossouw,lbw b Arshdeep Singh,0,2,4,0,0,0.00
T20I # 1853,South Africa,India,4,Aiden Markram,c Yadav b Pandya,52,41,72,6,1,126.82
T20I # 1853,South Africa,India,5,David Miller,not out,59,46,78,4,3,128.26
T20I # 1853,South Africa,India,6,Tristan Stubbs,lbw b Ashwin,6,6,15,1,0,100.00
T20I # 1853,South Africa,India,7,Wayne Parnell,not out,2,5,11,0,0,40.00
T20I # 1852,Netherlands,Pakistan,1,Stephan Myburgh,c Mohammad Wasim b Shaheen Shah Afridi,6,11,13,1,0,54.54
T20I # 1852,Netherlands,Pakistan,2,Max O'Dowd,lbw b Shadab Khan,8,13,41,0,0,61.53
T20I # 1852,Netherlands,Pakistan,3,Bas de Leede,retired hurt,6,16,15,1,0,37.50
T20I # 1852,Netherlands,Pakistan,4,Tom Cooper,c Mohammad Wasim b Shadab Khan,1,2,4,0,0,50.00
T20I # 1852,Netherlands,Pakistan,5,Colin Ackermann,lbw b Shadab Khan,27,27,40,2,0,100.00
T20I # 1852,Netherlands,Pakistan,6,Scott Edwards (c)†,c Iftikhar Ahmed b Naseem Shah,15,20,38,1,0,75.00
T20I # 1852,Netherlands,Pakistan,7,Roelof van der Merwe,b Haris Rauf,5,6,12,0,0,83.33
T20I # 1852,Netherlands,Pakistan,8,Tim Pringle,b Mohammad Wasim,5,8,15,0,0,62.50
T20I # 1852,Netherlands,Pakistan,9,Logan van Beek,not out,6,9,18,0,0,66.66
T20I # 1852,Netherlands,Pakistan,10,Fred Klaassen,b Mohammad Wasim,0,1,1,0,0,0.00
T20I # 1852,Netherlands,Pakistan,11,Paul van Meekeren,run out (Shadab Khan/†Mohammad Rizwan),7,7,8,0,0,100.00
T20I # 1852,Pakistan,Netherlands,1,Mohammad Rizwan †,c †Edwards b van Meekeren,49,39,66,5,0,125.64
T20I # 1852,Pakistan,Netherlands,2,Babar Azam (c),run out (van der Merwe),4,5,10,1,0,80.00
T20I # 1852,Pakistan,Netherlands,3,Fakhar Zaman,c †Edwards b Glover,20,16,27,3,0,125.00
T20I # 1852,Pakistan,Netherlands,4,Shan Masood,c van Meekeren b Glover,12,16,35,0,0,75.00
T20I # 1852,Pakistan,Netherlands,5,Iftikhar Ahmed,not out,6,5,10,0,0,120.00
T20I # 1852,Pakistan,Netherlands,6,Shadab Khan,not out,4,2,2,1,0,200.00
T20I # 1851,Bangladesh,Zimbabwe,1,Najmul Hossain Shanto,c Ervine b Sikandar Raza,71,55,77,7,1,129.09
T20I # 1851,Bangladesh,Zimbabwe,2,Soumya Sarkar,c †Chakabva b Muzarabani,0,2,9,0,0,0.00
T20I # 1851,Bangladesh,Zimbabwe,3,Litton Das,c Chatara b Muzarabani,14,12,22,3,0,116.66
T20I # 1851,Bangladesh,Zimbabwe,4,Shakib Al Hasan (c),c Muzarabani b Williams,23,20,32,1,0,115.00
T20I # 1851,Bangladesh,Zimbabwe,5,Afif Hossain,lbw b Ngarava,29,19,40,1,1,152.63
T20I # 1851,Bangladesh,Zimbabwe,6,Mosaddek Hossain,c Chatara b Ngarava,7,10,18,0,0,70.00
T20I # 1851,Bangladesh,Zimbabwe,7,Nurul Hasan †,run out (Williams/†Chakabva),1,1,5,0,0,100.00
T20I # 1851,Bangladesh,Zimbabwe,8,Yasir Ali,not out,1,1,3,0,0,100.00
T20I # 1851,Zimbabwe,Bangladesh,1,Wessly Madhevere,c Mustafizur Rahman b Taskin Ahmed,4,3,1,1,0,133.33
T20I # 1851,Zimbabwe,Bangladesh,2,Craig Ervine (c),c †Nurul Hasan b Taskin Ahmed,8,7,16,2,0,114.28
T20I # 1851,Zimbabwe,Bangladesh,3,Milton Shumba,c Shakib Al Hasan b Mustafizur Rahman,8,15,24,1,0,53.33
T20I # 1851,Zimbabwe,Bangladesh,4,Sean Williams,run out (Shakib Al Hasan),64,42,75,8,0,152.38
T20I # 1851,Zimbabwe,Bangladesh,5,Sikandar Raza,c Afif Hossain b Mustafizur Rahman,0,3,4,0,0,0.00
T20I # 1851,Zimbabwe,Bangladesh,6,Regis Chakabva †,c †Nurul Hasan b Taskin Ahmed,15,19,24,0,0,78.94
T20I # 1851,Zimbabwe,Bangladesh,7,Ryan Burl,not out,27,25,50,2,1,108.00
T20I # 1851,Zimbabwe,Bangladesh,8,Brad Evans,c Afif Hossain b Mosaddek Hossain,2,2,5,0,0,100.00
T20I # 1851,Zimbabwe,Bangladesh,9,Richard Ngarava,st †Nurul Hasan b Mosaddek Hossain,6,3,6,0,1,200.00
T20I # 1851,Zimbabwe,Bangladesh,10,Blessing Muzarabani,not out,0,2,6,0,0,0.00
T20I # 1850,New Zealand,Sri Lanka,1,Finn Allen,b Theekshana,1,3,3,0,0,33.33
T20I # 1850,New Zealand,Sri Lanka,2,Devon Conway †,b de Silva,1,4,14,0,0,25.00
T20I # 1850,New Zealand,Sri Lanka,3,Kane Williamson (c),c †Mendis b Rajitha,8,13,18,1,0,61.53
T20I # 1850,New Zealand,Sri Lanka,4,Glenn Phillips,c Shanaka b Kumara,104,64,87,10,4,162.50
T20I # 1850,New Zealand,Sri Lanka,5,Daryl Mitchell,b Hasaranga,22,24,52,0,0,91.66
T20I # 1850,New Zealand,Sri Lanka,6,James Neesham,c Shanaka b Rajitha,5,8,15,0,0,62.50
T20I # 1850,New Zealand,Sri Lanka,7,Mitchell Santner,not out,11,5,17,0,1,220.00
T20I # 1850,New Zealand,Sri Lanka,8,Ish Sodhi,run out (sub [KNA Bandara]/†Mendis),1,1,3,0,0,100.00
T20I # 1850,New Zealand,Sri Lanka,9,Tim Southee,not out,4,1,1,1,0,400.00
T20I # 1850,Sri Lanka,New Zealand,1,Pathum Nissanka,lbw b Southee,0,5,5,0,0,0.00
T20I # 1850,Sri Lanka,New Zealand,2,Kusal Mendis †,c †Conway b Boult,4,3,9,1,0,133.33
T20I # 1850,Sri Lanka,New Zealand,3,Dhananjaya de Silva,b Boult,0,3,8,0,0,0.00
T20I # 1850,Sri Lanka,New Zealand,4,Charith Asalanka,c Allen b Boult,4,8,11,0,0,50.00
T20I # 1850,Sri Lanka,New Zealand,5,Bhanuka Rajapaksa,c Williamson b Ferguson,34,22,38,3,2,154.54
T20I # 1850,Sri Lanka,New Zealand,6,Chamika Karunaratne,c Boult b Santner,3,8,13,0,0,37.50
T20I # 1850,Sri Lanka,New Zealand,7,Dasun Shanaka (c),c Mitchell b Boult,35,32,49,4,1,109.37
T20I # 1850,Sri Lanka,New Zealand,8,Wanindu Hasaranga,c Williamson b Sodhi,4,6,6,1,0,66.66
T20I # 1850,Sri Lanka,New Zealand,9,Maheesh Theekshana,c Neesham b Santner,0,3,5,0,0,0.00
T20I # 1850,Sri Lanka,New Zealand,10,Kasun Rajitha,not out,8,21,30,0,0,38.09
T20I # 1850,Sri Lanka,New Zealand,11,Lahiru Kumara,st †Conway b Sodhi,4,5,10,1,0,80.00
T20I # 1849,Zimbabwe,Pakistan,1,Wessly Madhevere,lbw b Mohammad Wasim,17,13,30,3,0,130.76
T20I # 1849,Zimbabwe,Pakistan,2,Craig Ervine (c),c Mohammad Wasim b Haris Rauf,19,19,26,2,0,100.00
T20I # 1849,Zimbabwe,Pakistan,3,Milton Shumba,c & b Shadab Khan,8,10,22,1,0,80.00
T20I # 1849,Zimbabwe,Pakistan,4,Sean Williams,b Shadab Khan,31,28,37,3,0,110.71
T20I # 1849,Zimbabwe,Pakistan,5,Sikandar Raza,c Haris Rauf b Mohammad Wasim,9,16,22,1,0,56.25
T20I # 1849,Zimbabwe,Pakistan,6,Regis Chakabva †,c Babar Azam b Shadab Khan,0,1,2,0,0,0.00
T20I # 1849,Zimbabwe,Pakistan,7,Ryan Burl,not out,10,15,30,0,0,66.66
T20I # 1849,Zimbabwe,Pakistan,8,Luke Jongwe,b Mohammad Wasim,0,1,2,0,0,0.00
T20I # 1849,Zimbabwe,Pakistan,9,Brad Evans,b Mohammad Wasim,19,15,24,0,1,126.66
T20I # 1849,Zimbabwe,Pakistan,10,Richard Ngarava,not out,3,2,3,0,0,150.00
T20I # 1849,Pakistan,Zimbabwe,1,Mohammad Rizwan †,b Muzarabani,14,16,23,1,1,87.50
T20I # 1849,Pakistan,Zimbabwe,2,Babar Azam (c),c Burl b Evans,4,9,17,1,0,44.44
T20I # 1849,Pakistan,Zimbabwe,3,Shan Masood,st †Chakabva b Sikandar Raza,44,38,61,3,0,115.78
T20I # 1849,Pakistan,Zimbabwe,4,Iftikhar Ahmed,c †Chakabva b Jongwe,5,10,16,1,0,50.00
T20I # 1849,Pakistan,Zimbabwe,5,Shadab Khan,c Williams b Sikandar Raza,17,14,27,0,1,121.42
T20I # 1849,Pakistan,Zimbabwe,6,Haider Ali,lbw b Sikandar Raza,0,1,3,0,0,0.00
T20I # 1849,Pakistan,Zimbabwe,7,Mohammad Nawaz,c Ervine b Evans,22,18,36,1,1,122.22
T20I # 1849,Pakistan,Zimbabwe,8,Mohammad Wasim,not out,12,13,29,2,0,92.30
T20I # 1849,Pakistan,Zimbabwe,9,Shaheen Shah Afridi,run out (Sikandar Raza/†Chakabva),1,1,3,0,0,100.00
T20I # 1848,India,Netherlands,1,KL Rahul,lbw b van Meekeren,9,12,12,1,0,75.00
T20I # 1848,India,Netherlands,2,Rohit Sharma (c),c Ackermann b Klaassen,53,39,53,4,3,135.89
T20I # 1848,India,Netherlands,3,Virat Kohli,not out,62,44,79,3,2,140.90
T20I # 1848,India,Netherlands,4,Suryakumar Yadav,not out,51,25,38,7,1,204.00
T20I # 1848,Netherlands,India,1,Vikramjit Singh,b Kumar,1,9,13,0,0,11.11
T20I # 1848,Netherlands,India,2,Max O'Dowd,b Patel,16,10,22,3,0,160.00
T20I # 1848,Netherlands,India,3,Bas de Leede,c Pandya b Patel,16,23,27,0,0,69.56
T20I # 1848,Netherlands,India,4,Colin Ackermann,c Patel b Ashwin,17,21,31,1,0,80.95
T20I # 1848,Netherlands,India,5,Tom Cooper,c sub (DJ Hooda) b Ashwin,9,12,12,0,0,75.00
T20I # 1848,Netherlands,India,6,Scott Edwards (c)†,c sub (DJ Hooda) b Kumar,5,8,21,0,0,62.50
T20I # 1848,Netherlands,India,7,Tim Pringle,c Kohli b Mohammed Shami,20,15,14,1,1,133.33
T20I # 1848,Netherlands,India,8,Logan van Beek,c †Karthik b Arshdeep Singh,3,5,11,0,0,60.00
T20I # 1848,Netherlands,India,9,Shariz Ahmad,not out,16,11,18,2,0,145.45
T20I # 1848,Netherlands,India,10,Fred Klaassen,lbw b Arshdeep Singh,0,1,3,0,0,0.00
T20I # 1848,Netherlands,India,11,Paul van Meekeren,not out,14,6,9,3,0,233.33
T20I # 1847,South Africa,Bangladesh,1,Temba Bavuma (c),c †Nurul Hasan b Taskin Ahmed,2,6,6,0,0,33.33
T20I # 1847,South Africa,Bangladesh,2,Quinton de Kock †,c Soumya Sarkar b Afif Hossain,63,38,77,7,3,165.78
T20I # 1847,South Africa,Bangladesh,3,Rilee Rossouw,c Litton Das b Shakib Al Hasan,109,56,90,7,8,194.64
T20I # 1847,South Africa,Bangladesh,4,Tristan Stubbs,c Litton Das b Shakib Al Hasan,7,7,9,1,0,100.00
T20I # 1847,South Africa,Bangladesh,5,Aiden Markram,c Soumya Sarkar b Hasan Mahmud,10,11,16,1,0,90.90
T20I # 1847,South Africa,Bangladesh,6,David Miller,not out,2,4,8,0,0,50.00
T20I # 1847,South Africa,Bangladesh,7,Wayne Parnell,not out,0,2,2,0,0,0.00
T20I # 1847,Bangladesh,South Africa,1,Najmul Hossain Shanto,b Nortje,9,9,15,1,0,100.00
T20I # 1847,Bangladesh,South Africa,2,Soumya Sarkar,c †de Kock b Nortje,15,6,11,0,2,250.00
T20I # 1847,Bangladesh,South Africa,3,Litton Das,c Stubbs b Shamsi,34,31,57,1,1,109.67
T20I # 1847,Bangladesh,South Africa,4,Shakib Al Hasan (c),lbw b Nortje,1,4,11,0,0,25.00
T20I # 1847,Bangladesh,South Africa,5,Afif Hossain,c Parnell b Rabada,1,5,8,0,0,20.00
T20I # 1847,Bangladesh,South Africa,6,Mehidy Hasan Miraz,c Markram b Shamsi,11,13,17,0,0,84.61
T20I # 1847,Bangladesh,South Africa,7,Mosaddek Hossain,st †de Kock b Maharaj,0,3,4,0,0,0.00
T20I # 1847,Bangladesh,South Africa,8,Nurul Hasan †,c Nortje b Shamsi,2,6,7,0,0,33.33
T20I # 1847,Bangladesh,South Africa,9,Taskin Ahmed,b Nortje,10,17,22,1,0,58.82
T20I # 1847,Bangladesh,South Africa,10,Hasan Mahmud,run out (Rabada),0,2,7,0,0,0.00
T20I # 1847,Bangladesh,South Africa,11,Mustafizur Rahman,not out,9,3,8,0,1,300.00
T20I # 1846,Ireland,England,1,Paul Stirling,c Curran b Wood,14,8,16,1,1,175.00
T20I # 1846,Ireland,England,2,Andy Balbirnie (c),c Hales b Livingstone,62,47,74,5,2,131.91
T20I # 1846,Ireland,England,3,Lorcan Tucker †,run out (Rashid),34,27,42,3,1,125.92
T20I # 1846,Ireland,England,4,Harry Tector,c †Buttler b Wood,0,2,3,0,0,0.00
T20I # 1846,Ireland,England,5,Curtis Campher,c †Buttler b Wood,18,11,22,3,0,163.63
T20I # 1846,Ireland,England,6,George Dockrell,b Livingstone,0,1,2,0,0,0.00
T20I # 1846,Ireland,England,7,Gareth Delany,not out,12,10,22,1,0,120.00
T20I # 1846,Ireland,England,8,Mark Adair,c Curran b Livingstone,4,4,8,0,0,100.00
T20I # 1846,Ireland,England,9,Barry McCarthy,b Curran,3,3,4,0,0,100.00
T20I # 1846,Ireland,England,10,Fionn Hand,b Curran,1,2,4,0,0,50.00
T20I # 1846,Ireland,England,11,Josh Little,c †Buttler b Stokes,0,1,3,0,0,0.00
T20I # 1846,England,Ireland,1,Jos Buttler (c)†,c †Tucker b Little,0,2,3,0,0,0.00
T20I # 1846,England,Ireland,2,Alex Hales,c Adair b Little,7,5,14,1,0,140.00
T20I # 1846,England,Ireland,3,Dawid Malan,c Hand b McCarthy,35,37,66,2,0,94.59
T20I # 1846,England,Ireland,4,Ben Stokes,b Hand,6,8,14,0,0,75.00
T20I # 1846,England,Ireland,5,Harry Brook,c Delany b Dockrell,18,21,30,1,0,85.71
T20I # 1846,England,Ireland,6,Moeen Ali,not out,24,12,18,3,1,200.00
T20I # 1846,England,Ireland,7,Liam Livingstone,not out,1,2,7,0,0,50.00
T20I # 1845,Sri Lanka,Australia,1,Pathum Nissanka,run out (Marsh/†Wade),40,45,65,2,0,88.88
T20I # 1845,Sri Lanka,Australia,2,Kusal Mendis †,c Marsh b Cummins,5,6,9,1,0,83.33
T20I # 1845,Sri Lanka,Australia,3,Dhananjaya de Silva,c Warner b Agar,26,23,47,3,0,113.04
T20I # 1845,Sri Lanka,Australia,4,Charith Asalanka,not out,38,25,45,3,2,152.00
T20I # 1845,Sri Lanka,Australia,5,Bhanuka Rajapaksa,c Cummins b Starc,7,5,9,1,0,140.00
T20I # 1845,Sri Lanka,Australia,6,Dasun Shanaka (c),c †Wade b Maxwell,3,5,6,0,0,60.00
T20I # 1845,Sri Lanka,Australia,7,Wanindu Hasaranga,c †Wade b Hazlewood,1,4,8,0,0,25.00
T20I # 1845,Sri Lanka,Australia,8,Chamika Karunaratne,not out,14,7,16,2,0,200.00
T20I # 1845,Australia,Sri Lanka,1,David Warner,c Shanaka b Theekshana,11,10,26,0,0,110.00
T20I # 1845,Australia,Sri Lanka,2,Aaron Finch (c),not out,31,42,89,0,1,73.80
T20I # 1845,Australia,Sri Lanka,3,Mitchell Marsh,c Rajapaksa b de Silva,17,17,20,1,1,100.00
T20I # 1845,Australia,Sri Lanka,4,Glenn Maxwell,c sub (KNA Bandara) b Karunaratne,23,12,21,2,2,191.66
T20I # 1845,Australia,Sri Lanka,5,Marcus Stoinis,not out,59,18,22,4,6,327.77
T20I # 1844,Zimbabwe,South Africa,1,Regis Chakabva †,c †de Kock b Ngidi,8,8,13,0,1,100.00
T20I # 1844,Zimbabwe,South Africa,2,Craig Ervine (c),c Ngidi b Parnell,2,6,11,0,0,33.33
T20I # 1844,Zimbabwe,South Africa,3,Sean Williams,run out (Miller),1,1,10,0,0,100.00
T20I # 1844,Zimbabwe,South Africa,4,Sikandar Raza,c †de Kock b Ngidi,0,2,3,0,0,0.00
T20I # 1844,Zimbabwe,South Africa,5,Wessly Madhevere,not out,35,18,37,4,1,194.44
T20I # 1844,Zimbabwe,South Africa,6,Milton Shumba,c †de Kock b Nortje,18,20,32,2,0,90.00
T20I # 1844,South Africa,Zimbabwe,1,Quinton de Kock †,not out,47,18,26,8,1,261.11
T20I # 1844,South Africa,Zimbabwe,2,Temba Bavuma (c),not out,2,2,26,0,0,100.00
T20I # 1843,Bangladesh,Netherlands,1,Najmul Hossain Shanto,c van Beek b Pringle,25,20,31,4,0,125.00
T20I # 1843,Bangladesh,Netherlands,2,Soumya Sarkar,c de Leede b van Meekeren,14,14,24,2,0,100.00
T20I # 1843,Bangladesh,Netherlands,3,Litton Das,c Cooper b van Beek,9,11,17,0,0,81.81
T20I # 1843,Bangladesh,Netherlands,4,Shakib Al Hasan (c),c de Leede b Shariz Ahmad,7,9,14,0,0,77.77
T20I # 1843,Bangladesh,Netherlands,5,Afif Hossain,c †Edwards b de Leede,38,27,47,2,2,140.74
T20I # 1843,Bangladesh,Netherlands,6,Yasir Ali,b van Meekeren,3,5,9,0,0,60.00
T20I # 1843,Bangladesh,Netherlands,7,Nurul Hasan †,c van Meekeren b de Leede,13,18,28,0,0,72.22
T20I # 1843,Bangladesh,Netherlands,8,Mosaddek Hossain,not out,20,12,12,2,1,166.66
T20I # 1843,Bangladesh,Netherlands,9,Taskin Ahmed,c van Beek b Klaassen,0,1,3,0,0,0.00
T20I # 1843,Bangladesh,Netherlands,10,Hasan Mahmud,not out,0,3,6,0,0,0.00
T20I # 1843,Netherlands,Bangladesh,1,Vikramjit Singh,c Yasir Ali b Taskin Ahmed,0,1,4,0,0,0.00
T20I # 1843,Netherlands,Bangladesh,2,Max O'Dowd,run out (Afif Hossain/Shakib Al Hasan),8,8,21,0,1,100.00
T20I # 1843,Netherlands,Bangladesh,3,Bas de Leede,c †Nurul Hasan b Taskin Ahmed,0,1,2,0,0,0.00
T20I # 1843,Netherlands,Bangladesh,4,Colin Ackermann,c Mosaddek Hossain b Taskin Ahmed,62,48,77,6,2,129.16
T20I # 1843,Netherlands,Bangladesh,5,Tom Cooper,run out (Najmul Hossain Shanto/†Nurul Hasan),0,0,2,0,0,-
T20I # 1843,Netherlands,Bangladesh,6,Scott Edwards (c)†,c Hasan Mahmud b Shakib Al Hasan,16,24,33,1,0,66.66
T20I # 1843,Netherlands,Bangladesh,7,Tim Pringle,b Hasan Mahmud,1,6,5,0,0,16.66
T20I # 1843,Netherlands,Bangladesh,8,Logan van Beek,c Taskin Ahmed b Hasan Mahmud,2,5,9,0,0,40.00
T20I # 1843,Netherlands,Bangladesh,9,Shariz Ahmad,c Hasan Mahmud b Taskin Ahmed,9,8,9,1,0,112.50
T20I # 1843,Netherlands,Bangladesh,10,Fred Klaassen,not out,7,6,20,0,0,116.66
T20I # 1843,Netherlands,Bangladesh,11,Paul van Meekeren,c Litton Das b Soumya Sarkar,24,14,16,3,1,171.42
T20I # 1842,Pakistan,India,1,Mohammad Rizwan †,c Kumar b Arshdeep Singh,4,12,25,1,0,33.33
T20I # 1842,Pakistan,India,2,Babar Azam (c),lbw b Arshdeep Singh,0,1,10,0,0,0.00
T20I # 1842,Pakistan,India,3,Shan Masood,not out,52,42,101,5,0,123.80
T20I # 1842,Pakistan,India,4,Iftikhar Ahmed,lbw b Mohammed Shami,51,34,43,2,4,150.00
T20I # 1842,Pakistan,India,5,Shadab Khan,c Yadav b Pandya,5,6,6,1,0,83.33
T20I # 1842,Pakistan,India,6,Haider Ali,c Yadav b Pandya,2,4,6,0,0,50.00
T20I # 1842,Pakistan,India,7,Mohammad Nawaz,c †Karthik b Pandya,9,6,12,2,0,150.00
T20I # 1842,Pakistan,India,8,Asif Ali,c †Karthik b Arshdeep Singh,2,3,6,0,0,66.66
T20I # 1842,Pakistan,India,9,Shaheen Shah Afridi,c & b Kumar,16,8,17,1,1,200.00
T20I # 1842,Pakistan,India,10,Haris Rauf,not out,6,4,3,0,1,150.00
T20I # 1842,India,Pakistan,1,KL Rahul,b Naseem Shah,4,8,13,0,0,50.00
T20I # 1842,India,Pakistan,2,Rohit Sharma (c),c Iftikhar Ahmed b Haris Rauf,4,7,20,0,0,57.14
T20I # 1842,India,Pakistan,3,Virat Kohli,not out,82,53,98,6,4,154.71
T20I # 1842,India,Pakistan,4,Suryakumar Yadav,c †Mohammad Rizwan b Haris Rauf,15,10,11,2,0,150.00
T20I # 1842,India,Pakistan,5,Axar Patel,run out (Babar Azam/†Mohammad Rizwan),2,3,7,0,0,66.66
T20I # 1842,India,Pakistan,6,Hardik Pandya,c Babar Azam b Mohammad Nawaz,40,37,61,1,2,108.10
T20I # 1842,India,Pakistan,7,Dinesh Karthik †,st †Mohammad Rizwan b Mohammad Nawaz,1,2,10,0,0,50.00
T20I # 1842,India,Pakistan,8,Ravichandran Ashwin,not out,1,1,2,0,0,100.00
T20I # 1841,Ireland,Sri Lanka,1,Paul Stirling,c Rajapaksa b de Silva,34,25,45,4,1,136.00
T20I # 1841,Ireland,Sri Lanka,2,Andy Balbirnie (c),b Kumara,1,5,7,0,0,20.00
T20I # 1841,Ireland,Sri Lanka,3,Lorcan Tucker †,b Theekshana,10,11,20,1,0,90.90
T20I # 1841,Ireland,Sri Lanka,4,Harry Tector,c Shanaka b Fernando,45,42,59,2,1,107.14
T20I # 1841,Ireland,Sri Lanka,5,Curtis Campher,c Asalanka b Karunaratne,2,4,6,0,0,50.00
T20I # 1841,Ireland,Sri Lanka,6,George Dockrell,b Theekshana,14,16,25,0,0,87.50
T20I # 1841,Ireland,Sri Lanka,7,Gareth Delany,c Karunaratne b Hasaranga,9,6,10,1,0,150.00
T20I # 1841,Ireland,Sri Lanka,8,Mark Adair,c Karunaratne b Hasaranga,0,1,5,0,0,0.00
T20I # 1841,Ireland,Sri Lanka,9,Simi Singh,not out,7,8,9,1,0,87.50
T20I # 1841,Ireland,Sri Lanka,10,Barry McCarthy,not out,2,2,7,0,0,100.00
T20I # 1841,Sri Lanka,Ireland,1,Kusal Mendis †,not out,68,43,68,5,3,158.13
T20I # 1841,Sri Lanka,Ireland,2,Dhananjaya de Silva,c †Tucker b Delany,31,25,35,2,1,124.00
T20I # 1841,Sri Lanka,Ireland,3,Charith Asalanka,not out,31,22,33,2,0,140.90
T20I # 1840,Afghanistan,England,1,Hazratullah Zazai,c Livingstone b Stokes,7,17,31,1,0,41.17
T20I # 1840,Afghanistan,England,2,Rahmanullah Gurbaz †,c †Buttler b Wood,10,9,13,0,1,111.11
T20I # 1840,Afghanistan,England,3,Ibrahim Zadran,c Ali b Curran,32,32,41,3,1,100.00
T20I # 1840,Afghanistan,England,4,Usman Ghani,c Livingstone b Curran,30,30,60,3,0,100.00
